CustomerID,Recency,Frequency,Monetary,Cluster,Segment
14284,31,2.0,595.25,3,Occasional
14285,22,4.0,831.5300000000001,1,Regular
14286,24,3.0,2231.4350000000004,1,Regular
14287,9,3.0,176.63,3,Occasional
14288,214,1.0,376.2000000000001,0,VIP
14289,9,5.0,521.52,1,Regular
14290,12,5.0,1984.84,2,Churn Risk
14291,2,8.5,2231.4350000000004,2,Churn Risk
14292,8,8.0,1998.43,2,Churn Risk
14293,4,3.0,891.1600000000001,1,Regular
14295,41,1.0,142.20000000000002,3,Occasional
14297,18,3.0,1042.85,1,Regular
14298,9,8.5,2231.4350000000004,2,Churn Risk
14299,9,8.0,2231.4350000000004,2,Churn Risk
14300,19,1.0,43.2,3,Occasional
14301,118,1.0,428.4,3,Occasional
14304,223,1.0,374.15,0,VIP
14305,72,3.0,1812.16,1,Regular
14306,52,2.0,980.72,3,Occasional
14307,89,6.0,2231.4350000000004,2,Churn Risk
14309,9,7.0,1768.1,2,Churn Risk
14311,243,1.0,310.26,0,VIP
14312,47,4.0,1297.12,1,Regular
14314,107,1.0,111.6,3,Occasional
14315,45,5.0,1813.73,1,Regular
14317,65,1.0,480.98,3,Occasional
14320,207,2.0,477.79,0,VIP
14321,11,5.0,1485.75,1,Regular
14323,115,2.0,605.0600000000001,3,Occasional
14326,243,1.0,162.25,0,VIP
14327,164,1.0,263.35,3,Occasional
14329,18,6.0,2231.4350000000004,2,Churn Risk
14331,125,2.0,462.66,3,Occasional
14332,23,3.0,596.37,3,Occasional
14333,68,1.0,328.40000000000003,3,Occasional
14334,17,6.0,1813.66,2,Churn Risk
14335,17,2.0,454.86,3,Occasional
14336,17,3.0,1071.29,1,Regular
14338,162,2.0,575.62,3,Occasional
14339,243,1.0,286.72,0,VIP
14340,219,1.0,134.7,0,VIP
14341,46,6.0,1781.43,2,Churn Risk
14342,22,4.0,413.6,3,Occasional
14344,128,7.0,687.0,1,Regular
14345,39,1.0,107.78,3,Occasional
14346,121,1.0,712.54,3,Occasional
14349,11,1.0,133.5,3,Occasional
14351,165,1.0,38.400000000000006,3,Occasional
14352,158,3.0,839.21,1,Regular
14353,216,1.0,90.6,0,VIP
14354,6,2.0,163.62,3,Occasional
14355,366,1.0,174.4,0,VIP
14356,80,2.0,598.63,3,Occasional
14357,44,1.0,225.12,3,Occasional
14359,20,3.0,912.18,1,Regular
14360,32,4.0,2047.73,1,Regular
14362,23,1.0,151.5,3,Occasional
14364,109,8.0,1712.7,2,Churn Risk
14367,9,8.5,2231.4350000000004,2,Churn Risk
14373,359,1.0,76.55,0,VIP
14375,186,1.0,235.56,0,VIP
14377,192,1.0,202.25000000000003,0,VIP
14379,45,1.0,237.12,3,Occasional
14381,53,1.0,202.68,3,Occasional
14382,27,1.0,615.49,3,Occasional
14383,39,3.0,1123.74,1,Regular
14385,10,3.0,202.11,3,Occasional
14387,33,3.0,1678.24,1,Regular
14388,11,7.0,2231.4350000000004,2,Churn Risk
14389,66,2.0,939.46,3,Occasional
14390,11,8.5,2231.4350000000004,2,Churn Risk
14393,219,1.0,67.95,0,VIP
14395,3,8.0,2231.4350000000004,2,Churn Risk
14396,66,2.0,487.99,3,Occasional
14397,3,8.5,2071.6400000000003,2,Churn Risk
14400,150,1.0,479.18,3,Occasional
14401,5,8.5,2231.4350000000004,2,Churn Risk
14403,131,4.0,563.5500000000001,3,Occasional
14404,34,5.0,1107.62,1,Regular
14406,120,1.0,156.75,3,Occasional
14407,108,5.0,1120.3000000000002,1,Regular
14408,11,6.0,1754.23,2,Churn Risk
14409,72,5.0,960.47,1,Regular
14410,93,8.0,950.02,2,Churn Risk
14412,43,2.0,725.4300000000001,3,Occasional
14413,363,1.0,121.05,0,VIP
14414,92,7.0,1459.82,2,Churn Risk
14415,2,8.5,2231.4350000000004,2,Churn Risk
14416,23,2.0,266.3,3,Occasional
14418,4,3.0,1807.36,1,Regular
14419,11,6.0,1051.79,1,Regular
14420,100,1.0,387.52,3,Occasional
14421,58,2.0,584.1600000000001,3,Occasional
14422,1,5.0,2231.4350000000004,2,Churn Risk
14423,219,1.0,97.20000000000002,0,VIP
14424,18,1.0,38.400000000000006,3,Occasional
14426,24,7.0,2231.4350000000004,2,Churn Risk
14427,51,2.0,351.38,3,Occasional
14428,8,5.0,1179.99,1,Regular
14432,10,6.0,2169.5,2,Churn Risk
14434,22,6.0,460.80000000000007,1,Regular
14436,99,1.0,89.06,3,Occasional
14437,366,1.0,63.0,0,VIP
14440,9,4.0,1221.12,1,Regular
14441,1,4.0,1422.69,1,Regular
14442,205,1.0,785.1400000000001,0,VIP
14443,54,3.0,1115.3,1,Regular
14446,1,4.0,1010.35,1,Regular
14447,19,4.0,898.23,1,Regular
14448,10,2.0,176.15,3,Occasional
14449,19,4.0,885.8,1,Regular
14450,181,2.0,322.22,0,VIP
14451,61,2.0,643.9,3,Occasional
14452,11,2.0,259.05,3,Occasional
14453,191,1.0,119.93,0,VIP
14456,6,8.5,2231.4350000000004,2,Churn Risk
14459,156,1.0,1193.2,3,Occasional
14460,111,2.0,399.78,3,Occasional
14461,149,2.0,1265.83,1,Regular
14462,67,7.0,1405.11,2,Churn Risk
14463,99,3.0,207.00000000000003,3,Occasional
14465,247,2.0,441.14,0,VIP
14466,30,5.0,1273.6,1,Regular
14467,18,3.0,464.56,3,Occasional
14470,12,1.0,151.95000000000002,3,Occasional
14472,104,7.0,1443.25,2,Churn Risk
14473,75,1.0,149.34000000000003,3,Occasional
14474,47,1.0,547.66,3,Occasional
14475,72,2.0,535.1,3,Occasional
14476,258,1.0,193.0,0,VIP
14477,20,3.0,345.6,3,Occasional
14479,254,2.0,316.25,0,VIP
14480,12,1.0,267.53000000000003,3,Occasional
14481,165,1.0,331.25,3,Occasional
14482,19,6.0,1418.61,1,Regular
14484,51,1.0,321.92,3,Occasional
14485,39,1.0,162.8,3,Occasional
14487,27,6.0,1151.38,1,Regular
14488,68,1.0,857.88,3,Occasional
14489,208,1.0,463.38,0,VIP
14491,176,2.0,323.23,0,VIP
14493,8,5.0,2231.4350000000004,2,Churn Risk
14494,26,1.0,139.56,3,Occasional
14495,51,2.0,123.8,3,Occasional
14496,374,1.0,157.10000000000002,0,VIP
14498,43,5.0,1729.25,1,Regular
14499,27,2.0,685.57,3,Occasional
14500,89,3.0,217.05,3,Occasional
14501,184,1.0,184.28,0,VIP
14502,20,8.0,1661.66,2,Churn Risk
14503,4,6.0,2231.4350000000004,2,Churn Risk
14504,48,2.0,391.47,3,Occasional
14505,18,7.0,2231.4350000000004,2,Churn Risk
14506,18,4.0,1656.89,1,Regular
14507,24,4.0,783.98,1,Regular
14508,23,2.0,268.05,3,Occasional
14511,12,5.0,1297.33,1,Regular
14512,188,2.0,275.28,0,VIP
14513,101,2.0,192.00000000000003,3,Occasional
14514,62,3.0,924.2,1,Regular
14515,18,6.0,1879.91,2,Churn Risk
14517,34,2.0,330.45,3,Occasional
14518,65,1.0,174.37,3,Occasional
14520,2,1.0,81.60000000000001,3,Occasional
14522,25,4.0,506.6600000000001,3,Occasional
14523,109,1.0,232.69000000000003,3,Occasional
14524,32,8.0,1518.03,2,Churn Risk
14525,20,8.5,2231.4350000000004,2,Churn Risk
14527,3,8.5,2231.4350000000004,2,Churn Risk
14528,38,1.0,355.46,3,Occasional
14529,61,3.0,578.61,3,Occasional
14530,26,4.0,1658.46,1,Regular
14532,237,2.0,361.8,0,VIP
14533,25,7.0,1530.4,2,Churn Risk
14534,3,8.5,2231.4350000000004,2,Churn Risk
14535,61,3.0,2231.4350000000004,1,Regular
14537,58,1.0,319.32000000000005,3,Occasional
14538,65,2.0,373.55,3,Occasional
14539,16,2.0,535.32,3,Occasional
14540,10,2.0,756.76,3,Occasional
14541,59,4.0,505.25000000000006,3,Occasional
14542,186,1.0,103.25,0,VIP
14543,29,8.5,1451.84,2,Churn Risk
14544,25,2.0,1755.0700000000002,1,Regular
14546,6,5.0,2231.4350000000004,2,Churn Risk
14547,4,8.0,2231.4350000000004,2,Churn Risk
14548,151,1.0,76.80000000000001,3,Occasional
14550,11,2.0,632.69,3,Occasional
14551,19,2.0,186.23,3,Occasional
14552,152,1.0,164.22,3,Occasional
14553,20,5.0,731.27,1,Regular
14554,11,4.0,2180.01,1,Regular
14555,58,1.0,126.2,3,Occasional
14557,86,1.0,477.64,3,Occasional
14560,8,8.5,1230.89,2,Churn Risk
14561,76,3.0,1079.56,1,Regular
14562,4,8.5,2231.4350000000004,2,Churn Risk
14565,96,4.0,2231.4350000000004,1,Regular
14566,111,1.0,153.60000000000002,3,Occasional
14567,57,2.0,1074.6,1,Regular
14569,2,1.0,127.55,3,Occasional
14572,4,6.0,2039.49,2,Churn Risk
14573,180,7.0,1330.27,2,Churn Risk
14576,373,1.0,35.400000000000006,0,VIP
14577,13,4.0,859.71,1,Regular
14578,4,1.0,168.63,3,Occasional
14581,17,1.0,138.6,3,Occasional
14582,41,1.0,114.11,3,Occasional
14583,6,5.0,986.96,1,Regular
14584,170,4.0,1007.66,1,Regular
14585,51,1.0,157.05,3,Occasional
14587,19,5.0,902.39,1,Regular
14589,372,1.0,39.75,0,VIP
14591,16,4.0,1288.51,1,Regular
14592,36,3.0,557.94,3,Occasional
14593,22,3.0,580.55,3,Occasional
14594,8,2.0,363.33,3,Occasional
14595,20,5.0,1565.6,1,Regular
14597,12,2.0,630.0,3,Occasional
14598,45,1.0,221.97,3,Occasional
14601,11,1.0,162.36,3,Occasional
14606,2,8.5,2231.4350000000004,2,Churn Risk
14607,16,8.5,2231.4350000000004,2,Churn Risk
14608,5,4.0,665.4000000000001,1,Regular
14609,73,3.0,115.20000000000002,3,Occasional
14616,243,1.0,38.400000000000006,0,VIP
14618,10,3.0,456.6,3,Occasional
14619,246,1.0,394.44,0,VIP
14620,206,1.0,177.43,0,VIP
14621,2,5.0,1747.46,1,Regular
14622,185,1.0,320.58000000000004,0,VIP
14623,33,5.0,865.1,1,Regular
14624,58,2.0,225.85,3,Occasional
14625,197,2.0,899.63,0,VIP
14626,24,4.0,2231.4350000000004,1,Regular
14628,92,2.0,576.6600000000001,3,Occasional
14629,5,2.0,955.26,3,Occasional
14631,51,2.0,563.38,3,Occasional
14636,37,1.0,303.90000000000003,3,Occasional
14638,51,1.0,400.8,3,Occasional
14639,53,5.0,2231.4350000000004,2,Churn Risk
14640,25,6.0,2036.73,2,Churn Risk
14641,22,1.0,109.26,3,Occasional
14642,59,1.0,58.2,3,Occasional
14643,171,2.0,602.76,0,VIP
14644,68,1.0,411.02,3,Occasional
14645,157,1.0,355.44,3,Occasional
14646,2,8.5,2231.4350000000004,2,Churn Risk
14647,202,1.0,175.44000000000003,0,VIP
14649,5,4.0,1288.59,1,Regular
14651,68,2.0,653.75,3,Occasional
14652,78,1.0,114.18,3,Occasional
14653,2,7.0,1842.55,2,Churn Risk
14655,9,4.0,1358.2800000000002,1,Regular
14656,170,1.0,157.94,0,VIP
14657,18,3.0,739.9,3,Occasional
14658,6,2.0,245.6,3,Occasional
14659,9,6.0,1527.04,1,Regular
14660,87,2.0,236.18,3,Occasional
14661,27,1.0,79.45,3,Occasional
14662,29,2.0,377.79,3,Occasional
14664,20,2.0,636.24,3,Occasional
14665,61,2.0,1095.24,1,Regular
14666,25,1.0,195.25,3,Occasional
14667,11,8.5,2231.4350000000004,2,Churn Risk
14669,242,3.0,1259.24,0,VIP
14672,235,2.0,758.0,0,VIP
14673,4,5.0,1502.64,1,Regular
14675,17,1.0,573.92,3,Occasional
14676,32,5.0,1037.2800000000002,1,Regular
14680,26,8.5,2231.4350000000004,2,Churn Risk
14681,72,3.0,169.15000000000003,3,Occasional
14682,188,2.0,52.0,0,VIP
14684,26,5.0,1178.71,1,Regular
14687,107,1.0,407.8200000000001,3,Occasional
14688,8,8.5,2231.4350000000004,2,Churn Risk
14689,209,1.0,112.8,0,VIP
14690,45,2.0,355.05,3,Occasional
14691,31,5.0,1605.19,1,Regular
14692,138,3.0,470.3,3,Occasional
14696,5,7.0,2053.75,2,Churn Risk
14697,219,2.0,187.17,0,VIP
14698,2,5.0,1217.27,1,Regular
14699,215,1.0,109.13,0,VIP
14700,33,3.0,2049.9,1,Regular
14701,11,5.0,1023.1,1,Regular
14702,2,8.5,2231.4350000000004,2,Churn Risk
14703,15,1.0,318.17,3,Occasional
14704,12,8.5,1493.96,2,Churn Risk
14705,199,1.0,38.400000000000006,0,VIP
14708,3,3.0,676.59,3,Occasional
14709,16,8.5,2231.4350000000004,2,Churn Risk
14710,15,4.0,599.48,1,Regular
14711,11,8.5,2080.79,2,Churn Risk
14712,30,3.0,528.0300000000001,3,Occasional
14713,10,8.5,2231.4350000000004,2,Churn Risk
14714,25,1.0,117.95,3,Occasional
14715,25,3.0,725.48,3,Occasional
14716,44,2.0,295.51,3,Occasional
14719,2,5.0,1581.84,1,Regular
14720,6,3.0,642.21,3,Occasional
14722,148,1.0,180.42,3,Occasional
14723,11,6.0,1122.36,1,Regular
14725,25,1.0,611.88,3,Occasional
14729,374,1.0,313.49,0,VIP
14730,2,7.0,1646.7,2,Churn Risk
14731,48,3.0,380.02,3,Occasional
14732,9,7.0,2092.81,2,Churn Risk
14733,17,8.5,2231.4350000000004,2,Churn Risk
14735,4,8.5,2231.4350000000004,2,Churn Risk
14737,4,3.0,584.1,3,Occasional
14738,43,6.0,1010.32,1,Regular
14739,5,7.0,1944.48,2,Churn Risk
14740,198,2.0,927.11,0,VIP
14741,12,6.0,1239.54,1,Regular
14744,17,3.0,287.15000000000003,3,Occasional
14745,113,4.0,978.46,1,Regular
14747,250,1.0,328.2,0,VIP
14748,30,5.0,1415.75,1,Regular
14752,44,1.0,183.6,3,Occasional
14753,88,1.0,563.15,3,Occasional
14754,45,1.0,409.78,3,Occasional
14755,10,8.5,2231.4350000000004,2,Churn Risk
14756,16,1.0,738.96,3,Occasional
14757,76,1.0,416.18,3,Occasional
14758,145,3.0,827.91,1,Regular
14759,5,3.0,1625.97,1,Regular
14761,59,2.0,234.90000000000003,3,Occasional
14764,47,1.0,195.0,3,Occasional
14765,30,3.0,254.11,3,Occasional
14766,9,6.0,2231.4350000000004,2,Churn Risk
14768,18,2.0,156.90000000000003,3,Occasional
14769,3,7.0,2231.4350000000004,2,Churn Risk
14770,233,2.0,876.42,0,VIP
14772,113,1.0,139.26,3,Occasional
14775,59,3.0,979.5,1,Regular
14776,52,8.5,1804.74,2,Churn Risk
14778,128,1.0,351.21000000000004,3,Occasional
14779,323,2.0,346.6,0,VIP
14780,55,2.0,447.68,3,Occasional
14784,27,2.0,286.28000000000003,3,Occasional
14785,11,2.0,77.4,3,Occasional
14788,8,2.0,598.59,3,Occasional
14789,29,1.0,176.64,3,Occasional
14790,17,4.0,698.46,1,Regular
14792,64,1.0,6.2,3,Occasional
14793,22,1.0,228.99,3,Occasional
14794,3,6.0,1028.08,1,Regular
14795,167,1.0,131.45000000000002,0,VIP
14796,2,8.5,2231.4350000000004,2,Churn Risk
14798,53,2.0,98.06,3,Occasional
14799,52,1.0,157.7,3,Occasional
14800,48,8.5,2231.4350000000004,2,Churn Risk
14801,62,1.0,189.34,3,Occasional
14803,163,1.0,114.76,3,Occasional
14804,9,1.0,297.32000000000005,3,Occasional
14805,16,3.0,401.15,3,Occasional
14806,76,1.0,193.39,3,Occasional
14808,40,8.0,2231.4350000000004,2,Churn Risk
14810,41,8.0,1638.57,2,Churn Risk
14813,370,2.0,152.88,0,VIP
14815,37,2.0,778.5,3,Occasional
14816,198,1.0,98.65,0,VIP
14817,201,1.0,514.75,0,VIP
14818,74,3.0,583.2,3,Occasional
14819,65,2.0,252.87,3,Occasional
14820,22,4.0,507.29,3,Occasional
14821,367,1.0,48.8,0,VIP
14823,181,3.0,321.43,0,VIP
14824,11,4.0,810.6600000000001,1,Regular
14825,4,8.5,1680.61,2,Churn Risk
14828,197,3.0,622.08,0,VIP
14829,30,4.0,697.55,1,Regular
14830,54,1.0,188.88,3,Occasional
14834,18,6.0,1517.4,1,Regular
14836,11,3.0,102.45,3,Occasional
14837,90,4.0,1649.5,1,Regular
14841,54,4.0,1824.04,1,Regular
14842,44,3.0,2231.4350000000004,1,Regular
14844,64,4.0,2231.4350000000004,1,Regular
14847,149,1.0,294.7,3,Occasional
14849,22,8.5,2231.4350000000004,2,Churn Risk
14851,24,2.0,486.75,3,Occasional
14852,59,6.0,2231.4350000000004,2,Churn Risk
14853,25,2.0,202.2,3,Occasional
14854,79,6.0,1898.55,2,Churn Risk
14855,120,2.0,546.0500000000001,3,Occasional
14856,37,3.0,1140.41,1,Regular
14857,60,2.0,1173.12,1,Regular
14859,13,4.0,1292.34,1,Regular
14860,20,1.0,168.16,3,Occasional
14861,53,1.0,124.59,3,Occasional
14862,26,2.0,841.1999999999999,3,Occasional
14863,30,1.0,240.48,3,Occasional
14865,8,2.0,52.2,3,Occasional
14866,11,8.5,2231.4350000000004,2,Churn Risk
14867,186,3.0,708.12,0,VIP
14868,4,8.0,2231.4350000000004,2,Churn Risk
14869,9,2.0,721.45,3,Occasional
14871,4,4.0,501.28,3,Occasional
14873,211,1.0,518.28,0,VIP
14875,108,1.0,856.12,3,Occasional
14878,13,8.0,1183.01,2,Churn Risk
14880,78,2.0,561.39,3,Occasional
14881,20,1.0,255.4,3,Occasional
14882,27,2.0,376.2000000000001,3,Occasional
14883,19,6.0,759.43,1,Regular
14885,132,1.0,515.5200000000001,3,Occasional
14886,253,1.0,363.4,0,VIP
14887,80,1.0,230.40000000000003,3,Occasional
14888,208,1.0,367.1,0,VIP
14889,337,1.0,135.9,0,VIP
14890,254,1.0,125.65,0,VIP
14891,149,2.0,554.38,3,Occasional
14893,10,2.0,1237.85,1,Regular
14894,86,1.0,543.8000000000001,3,Occasional
14895,8,8.5,2231.4350000000004,2,Churn Risk
14896,205,2.0,468.17,0,VIP
14897,8,3.0,1107.88,1,Regular
14898,24,5.0,976.61,1,Regular
14901,12,8.5,1316.01,2,Churn Risk
14902,26,1.0,332.66,3,Occasional
14903,22,4.0,2231.4350000000004,1,Regular
14904,3,2.0,908.42,3,Occasional
14905,158,2.0,450.55,3,Occasional
14907,4,7.0,2231.4350000000004,2,Churn Risk
14908,75,1.0,228.8,3,Occasional
14910,3,4.0,434.35,3,Occasional
14911,2,8.5,2231.4350000000004,2,Churn Risk
14912,17,2.0,716.2900000000001,3,Occasional
14913,36,3.0,870.47,1,Regular
14915,92,1.0,119.0,3,Occasional
14916,71,4.0,1248.58,1,Regular
14918,116,2.0,1248.65,1,Regular
14920,213,2.0,977.77,0,VIP
14921,31,2.0,1304.97,1,Regular
14923,51,1.0,740.7,3,Occasional
14924,246,1.0,214.45,0,VIP
14929,33,1.0,211.28,3,Occasional
14930,109,2.0,1241.63,1,Regular
14931,5,5.0,908.88,1,Regular
14932,366,1.0,351.93,0,VIP
14934,82,1.0,974.5,3,Occasional
14936,34,7.0,2231.4350000000004,2,Churn Risk
14937,57,3.0,1088.0400000000002,1,Regular
14944,30,8.5,2231.4350000000004,2,Churn Risk
14946,15,1.0,100.9,3,Occasional
14947,73,2.0,279.3,3,Occasional
14948,24,6.0,1079.27,1,Regular
14950,20,1.0,359.8,3,Occasional
14951,80,1.0,311.69,3,Occasional
14952,60,8.5,2231.4350000000004,2,Churn Risk
14953,26,1.0,285.67,3,Occasional
14954,13,1.0,294.85,3,Occasional
14957,254,1.0,58.49,0,VIP
14958,148,3.0,483.73,3,Occasional
14959,65,3.0,501.08,3,Occasional
14960,9,2.0,192.17,3,Occasional
14961,11,8.0,2231.4350000000004,2,Churn Risk
14963,10,5.0,1342.69,1,Regular
14964,248,1.0,142.85000000000002,0,VIP
14965,97,2.0,548.39,3,Occasional
14966,15,1.0,183.02,3,Occasional
14967,50,1.0,183.6,3,Occasional
14968,31,1.0,147.59,3,Occasional
14970,69,3.0,803.5100000000001,1,Regular
14971,36,3.0,1097.98,1,Regular
14972,129,1.0,114.77,3,Occasional
14973,108,3.0,675.33,3,Occasional
14974,38,1.0,89.94,3,Occasional
14975,58,1.0,245.17,3,Occasional
14976,58,6.0,651.09,1,Regular
14978,73,3.0,1081.98,1,Regular
14981,247,1.0,102.12,0,VIP
14984,20,2.0,202.37,3,Occasional
14985,199,2.0,292.01,0,VIP
14987,16,2.0,153.60000000000002,3,Occasional
14988,212,1.0,327.94,0,VIP
14995,39,1.0,112.67,3,Occasional
14997,47,3.0,520.28,3,Occasional
14998,171,2.0,409.47,0,VIP
15000,48,1.0,490.52,3,Occasional
15002,116,3.0,1302.11,1,Regular
15004,148,1.0,1145.47,3,Occasional
15005,16,8.5,2231.4350000000004,2,Churn Risk
15006,52,1.0,480.38,3,Occasional
15007,160,1.0,156.91,3,Occasional
15009,13,3.0,1252.83,1,Regular
15010,36,1.0,308.94,3,Occasional
15012,54,2.0,405.04,3,Occasional
15014,44,2.0,213.57,3,Occasional
15016,173,1.0,170.04,0,VIP
15017,34,1.0,125.58,3,Occasional
15018,39,3.0,482.06,3,Occasional
15021,9,8.0,1679.97,2,Churn Risk
15022,12,4.0,850.84,1,Regular
15023,4,8.5,2231.4350000000004,2,Churn Risk
15024,10,8.5,1431.61,2,Churn Risk
15025,34,1.0,361.96,3,Occasional
15026,81,2.0,321.92,3,Occasional
15027,31,4.0,803.35,1,Regular
15028,9,4.0,563.33,1,Regular
15030,72,1.0,153.60000000000002,3,Occasional
15031,5,3.0,468.76,3,Occasional
15032,257,3.0,1260.7,0,VIP
15033,5,8.5,2231.4350000000004,2,Churn Risk
15034,16,7.0,2231.4350000000004,2,Churn Risk
15035,90,1.0,252.73,3,Occasional
15036,73,3.0,429.56,3,Occasional
15038,59,6.0,674.64,1,Regular
15039,10,8.5,2231.4350000000004,2,Churn Risk
15041,171,1.0,179.93,0,VIP
15042,200,1.0,97.83,0,VIP
15043,32,1.0,115.20000000000002,3,Occasional
15044,20,8.5,2231.4350000000004,2,Churn Risk
15045,152,2.0,348.76000000000005,3,Occasional
15046,10,8.5,2231.4350000000004,2,Churn Risk
15048,66,4.0,381.0,3,Occasional
15050,26,3.0,1446.61,1,Regular
15051,24,3.0,1319.16,1,Regular
15053,5,2.0,459.7,3,Occasional
15054,13,2.0,302.1,3,Occasional
15058,26,8.0,1608.57,2,Churn Risk
15059,41,7.0,1150.59,1,Regular
15060,9,4.0,294.25,3,Occasional
15061,4,8.5,2231.4350000000004,2,Churn Risk
15062,72,3.0,735.36,3,Occasional
15063,214,1.0,152.8,0,VIP
15065,38,3.0,2106.02,1,Regular
15066,54,1.0,844.19,3,Occasional
15067,79,2.0,835.95,3,Occasional
15068,47,2.0,553.36,3,Occasional
15069,180,1.0,1109.53,0,VIP
15070,373,1.0,38.400000000000006,0,VIP
15071,94,1.0,328.0,3,Occasional
15073,10,3.0,968.05,1,Regular
15074,106,1.0,735.67,3,Occasional
15075,78,1.0,633.87,3,Occasional
15076,173,1.0,868.85,0,VIP
15078,8,8.5,2231.4350000000004,2,Churn Risk
15079,213,3.0,440.0700000000001,0,VIP
15081,23,5.0,504.8,1,Regular
15083,257,1.0,88.2,0,VIP
15088,22,2.0,1102.97,1,Regular
15089,11,6.0,2231.4350000000004,2,Churn Risk
15091,68,1.0,480.71,3,Occasional
15092,216,1.0,134.65,0,VIP
15093,19,5.0,2001.04,2,Churn Risk
15095,104,4.0,1268.1,1,Regular
15096,43,1.0,210.99,3,Occasional
15097,5,1.0,248.08,3,Occasional
15098,183,3.0,115.20000000000002,0,VIP
15099,85,1.0,363.85,3,Occasional
15100,334,3.0,115.20000000000002,0,VIP
15101,9,2.0,225.25000000000003,3,Occasional
15103,32,2.0,656.76,3,Occasional
15104,197,1.0,618.9,0,VIP
15105,19,7.0,1882.11,2,Churn Risk
15106,18,4.0,1010.62,1,Regular
15107,331,5.0,266.1,0,VIP
15108,142,4.0,1242.65,1,Regular
15109,246,1.0,484.95,0,VIP
15110,24,3.0,631.1500000000001,3,Occasional
15111,30,3.0,1563.88,1,Regular
15113,10,3.0,2231.4350000000004,1,Regular
15114,31,8.5,2231.4350000000004,2,Churn Risk
15115,19,1.0,340.11,3,Occasional
15116,18,4.0,1029.3200000000002,1,Regular
15117,15,5.0,1276.5800000000002,1,Regular
15118,135,1.0,38.400000000000006,3,Occasional
15119,246,1.0,264.85,0,VIP
15120,134,1.0,356.07,3,Occasional
15121,51,1.0,162.57,3,Occasional
15122,115,2.0,1181.94,1,Regular
15123,8,2.0,2039.59,1,Regular
15124,23,2.0,184.19,3,Occasional
15125,26,8.5,2231.4350000000004,2,Churn Risk
15127,66,1.0,375.33,3,Occasional
15128,61,4.0,1457.2,1,Regular
15129,51,8.5,1769.18,2,Churn Risk
15130,170,1.0,330.11,0,VIP
15132,19,4.0,600.5600000000001,1,Regular
15133,128,2.0,468.3,3,Occasional
15134,15,8.0,1345.69,2,Churn Risk
15135,240,1.0,139.05,0,VIP
15136,3,4.0,1266.3,1,Regular
15139,240,2.0,178.96,0,VIP
15140,53,6.0,1650.46,2,Churn Risk
15142,47,1.0,472.04,3,Occasional
15143,226,1.0,259.45,0,VIP
15144,9,8.5,2231.4350000000004,2,Churn Risk
15145,5,4.0,1155.03,1,Regular
15146,165,1.0,449.74,3,Occasional
15147,241,1.0,561.7,0,VIP
15148,11,1.0,301.29,3,Occasional
15149,134,1.0,464.1,3,Occasional
15150,18,8.5,2231.4350000000004,2,Churn Risk
15152,10,8.5,2231.4350000000004,2,Churn Risk
15153,32,1.0,329.25,3,Occasional
15154,76,1.0,254.28,3,Occasional
15156,2,3.0,935.24,1,Regular
15157,4,3.0,1847.27,1,Regular
15158,46,1.0,209.16000000000005,3,Occasional
15159,2,8.5,2231.4350000000004,2,Churn Risk
15160,358,1.0,90.36,0,VIP
15163,19,2.0,273.57,3,Occasional
15164,69,3.0,824.58,1,Regular
15165,374,1.0,487.75,0,VIP
15168,26,1.0,97.26,3,Occasional
15171,332,1.0,192.00000000000003,0,VIP
15172,9,5.0,1619.25,1,Regular
15174,323,1.0,135.75,0,VIP
15175,72,1.0,224.14,3,Occasional
15179,19,4.0,827.4300000000001,1,Regular
15180,368,1.0,87.5,0,VIP
15181,67,2.0,298.08000000000004,3,Occasional
15182,155,1.0,252.37,3,Occasional
15184,30,2.0,402.2,3,Occasional
15185,71,1.0,269.12,3,Occasional
15186,15,2.0,411.41,3,Occasional
15187,2,8.5,2231.4350000000004,2,Churn Risk
15189,2,8.5,2231.4350000000004,2,Churn Risk
15192,120,3.0,966.12,1,Regular
15193,61,1.0,434.52,3,Occasional
15194,4,8.5,2231.4350000000004,2,Churn Risk
15195,3,1.0,38.400000000000006,3,Occasional
15197,11,3.0,591.21,3,Occasional
15198,93,2.0,193.64,3,Occasional
15199,60,3.0,356.25000000000006,3,Occasional
15201,88,5.0,1153.74,1,Regular
15203,26,5.0,1615.86,1,Regular
15204,358,1.0,255.66000000000005,0,VIP
15205,86,2.0,604.04,3,Occasional
15206,11,3.0,265.80000000000007,3,Occasional
15208,2,5.0,817.4200000000001,1,Regular
15210,226,1.0,319.63,0,VIP
15211,61,2.0,894.4100000000001,3,Occasional
15212,242,1.0,100.4,0,VIP
15213,330,1.0,313.2,0,VIP
15214,2,8.0,1661.44,2,Churn Risk
15215,47,3.0,701.64,3,Occasional
15216,88,1.0,71.4,3,Occasional
15218,11,8.5,2231.4350000000004,2,Churn Risk
15219,177,1.0,210.55,0,VIP
15220,52,5.0,1447.85,1,Regular
15221,367,1.0,192.00000000000003,0,VIP
15223,226,2.0,470.75000000000006,0,VIP
15224,359,2.0,275.68,0,VIP
15225,235,1.0,409.4,0,VIP
15227,37,3.0,594.33,3,Occasional
15228,67,3.0,2228.78,1,Regular
15230,240,2.0,387.6,0,VIP
15232,114,2.0,600.46,3,Occasional
15235,218,8.5,1855.41,2,Churn Risk
