CustomerID,Recency,Frequency,Monetary
13700,27,8.5,1740.79
13704,6,8.5,2231.4350000000004
13705,8,3.0,548.58
13709,4,8.5,2231.4350000000004
13710,32,1.0,151.68
13711,219,2.0,252.06
13712,247,1.0,226.44
13715,339,4.0,939.9
13717,33,5.0,1146.96
13718,247,1.0,119.30000000000001
13719,16,5.0,1027.88
13720,117,4.0,759.1
13721,37,1.0,522.94
13722,132,2.0,841.34
13723,218,1.0,179.70000000000002
13725,50,3.0,381.76
13726,39,2.0,665.16
13727,29,2.0,324.18
13728,37,5.0,857.5600000000001
13730,136,2.0,751.4
13731,220,2.0,610.59
13732,29,1.0,491.86
13735,25,4.0,2231.4350000000004
13736,6,1.0,372.27
13737,201,1.0,302.85
13739,19,1.0,115.20000000000002
13740,241,1.0,350.75
13741,72,3.0,659.13
13742,17,8.5,1922.94
13743,3,6.0,1061.28
13744,96,1.0,263.2
13745,163,1.0,300.04
13747,374,1.0,38.400000000000006
13748,96,5.0,591.85
13750,54,4.0,379.82000000000005
13752,125,6.0,1099.98
13754,152,1.0,112.80000000000001
13755,4,8.5,2074.56
13756,3,8.5,2231.4350000000004
13758,12,7.0,2231.4350000000004
13759,34,2.0,479.29
13760,55,2.0,286.79
13761,51,2.0,1070.65
13762,219,1.0,210.0
13763,64,1.0,576.0000000000001
13764,71,3.0,1519.42
13767,3,8.5,2231.4350000000004
13769,3,8.5,2231.4350000000004
13771,65,4.0,2231.4350000000004
13772,34,3.0,1069.18
13774,82,1.0,345.0
13777,1,8.5,2231.4350000000004
13778,104,1.0,178.7
13780,8,2.0,312.61
13781,251,1.0,127.84
13782,13,6.0,908.86
13784,10,8.0,936.9600000000002
13786,368,1.0,186.0
13787,76,2.0,309.04
13790,5,1.0,348.8
13791,128,2.0,422.4000000000001
13792,67,1.0,120.95
13798,2,8.5,2231.4350000000004
13799,117,1.0,347.15999999999997
13801,67,1.0,324.8
13802,139,2.0,1318.0800000000002
13803,256,1.0,277.07
13804,31,6.0,1787.5
13805,53,2.0,465.96000000000004
13806,64,1.0,229.38000000000002
13807,368,1.0,112.6
13808,6,5.0,1522.16
13810,29,3.0,789.7600000000001
13811,184,3.0,494.4000000000001
13812,43,3.0,539.0
13813,40,4.0,1307.46
13814,93,2.0,1316.6200000000001
13815,23,3.0,2231.4350000000004
13816,24,2.0,539.82
13817,30,2.0,382.98
13821,145,1.0,115.49
13822,6,2.0,546.5
13823,19,2.0,788.4000000000001
13824,33,4.0,879.26
13826,177,1.0,189.5
13827,58,3.0,409.8
13828,23,1.0,209.49
13831,17,6.0,1140.95
13832,20,1.0,52.199999999999996
13833,160,1.0,383.85
13835,26,4.0,834.57
13837,212,1.0,157.54000000000002
13838,6,4.0,674.82
13841,253,1.0,38.400000000000006
13842,59,7.0,2231.4350000000004
13844,12,1.0,361.62
13845,65,1.0,242.78000000000003
13846,25,3.0,865.0600000000001
13848,93,2.0,76.80000000000001
13849,52,2.0,1536.75
13850,130,1.0,1595.48
13851,96,2.0,1338.22
13853,58,1.0,726.3600000000001
13854,9,8.5,2231.4350000000004
13856,169,3.0,266.1
13858,58,1.0,216.17
13859,327,1.0,201.16
13860,2,5.0,1245.9
13862,19,7.0,1949.01
13863,248,1.0,305.78
13865,59,3.0,378.26
13866,75,1.0,145.67000000000002
13867,32,3.0,979.89
13868,8,2.0,536.64
13869,124,2.0,1834.11
13870,3,7.0,1613.71
13871,23,8.5,2231.4350000000004
13873,120,2.0,268.15000000000003
13874,359,1.0,356.90000000000003
13875,54,4.0,1305.14
13876,64,1.0,122.7
13877,87,1.0,86.04
13878,55,1.0,1006.3000000000001
13880,22,8.5,2231.4350000000004
13881,4,8.5,2231.4350000000004
13882,3,5.0,1158.08
13883,11,5.0,2231.4350000000004
13884,8,2.0,560.45
13885,190,2.0,494.2
13886,72,1.0,243.56
13887,205,1.0,349.55
13888,120,2.0,595.67
13889,93,1.0,380.90000000000003
13890,2,8.5,1882.6100000000001
13892,27,4.0,510.93
13894,24,2.0,359.25
13895,29,4.0,2231.4350000000004
13897,51,1.0,296.46
13898,326,1.0,155.93
13899,17,1.0,88.82000000000001
13900,184,2.0,383.37
13901,73,4.0,2231.4350000000004
13904,38,1.0,131.52
13908,80,3.0,1702.39
13911,58,6.0,1548.96
13914,12,2.0,597.95
13917,50,2.0,272.04
13918,50,2.0,768.0
13919,60,2.0,384.81
13922,352,1.0,170.85
13923,54,1.0,351.13
13924,2,6.0,1838.8500000000001
13925,93,4.0,678.25
13926,24,1.0,222.3
13927,75,1.0,345.79
13928,11,4.0,464.57
13929,170,2.0,295.65000000000003
13930,58,2.0,336.14
13931,96,1.0,642.72
13933,110,2.0,554.7900000000001
13936,180,1.0,376.58
13937,170,1.0,158.85
13938,36,1.0,71.66
13939,24,2.0,384.05
13940,18,4.0,837.94
13941,22,4.0,1220.4
13946,80,2.0,141.90000000000003
13947,66,1.0,90.6
13948,361,1.0,93.60000000000001
13949,3,6.0,2231.4350000000004
13950,12,4.0,672.4
13951,177,2.0,461.89
13952,218,2.0,2231.4350000000004
13953,8,6.0,489.68000000000006
13954,2,2.0,439.92
13955,155,1.0,117.86
13956,6,4.0,890.64
13959,80,2.0,467.24
13960,22,2.0,197.82
13962,22,2.0,169.55
13963,340,2.0,366.71
13967,146,1.0,74.10000000000001
13969,8,8.5,2231.4350000000004
13971,19,6.0,2098.28
13972,71,2.0,190.25
13974,50,1.0,413.59000000000003
13975,32,5.0,1758.97
13976,207,1.0,263.42
13978,15,2.0,194.63
13979,74,1.0,869.87
13980,61,1.0,189.94
13982,40,4.0,1674.41
13983,30,8.5,1579.99
13984,27,5.0,393.23
13985,5,8.5,2231.4350000000004
13986,18,1.0,277.62
13988,20,6.0,2231.4350000000004
13989,66,2.0,870.1600000000001
13990,214,1.0,311.3
13991,13,6.0,851.68
13992,31,1.0,76.8
13993,43,8.0,2231.4350000000004
13994,4,6.0,2231.4350000000004
13995,16,5.0,1393.69
13999,11,8.5,2231.4350000000004
14000,212,1.0,490.20000000000005
14001,46,3.0,1102.4
14002,135,2.0,529.73
14004,44,6.0,2231.4350000000004
14005,10,5.0,1872.3200000000002
14006,116,2.0,444.55
14009,199,2.0,695.61
14013,111,2.0,353.32
14014,78,1.0,505.18
14015,53,1.0,612.3000000000001
14016,162,3.0,2231.4350000000004
14019,47,3.0,1231.21
14020,17,2.0,641.6
14021,156,3.0,517.7
14022,226,1.0,440.0
14023,8,2.0,577.92
14024,122,2.0,327.7
14027,61,1.0,104.82
14029,64,2.0,383.46000000000004
14030,19,7.0,1644.01
14031,8,8.5,2231.4350000000004
14032,3,8.5,2231.4350000000004
14034,23,3.0,568.89
14035,29,3.0,644.6
14037,177,2.0,147.20000000000002
14038,79,3.0,1559.18
14039,34,1.0,121.0
14040,41,8.5,2231.4350000000004
14044,27,3.0,475.98
14045,110,4.0,230.40000000000003
14047,9,5.0,786.57
14049,17,3.0,2231.4350000000004
14050,32,2.0,746.36
14051,1,8.5,2231.4350000000004
14052,20,1.0,225.36
14053,125,2.0,118.55000000000001
14054,66,1.0,92.46
14055,107,1.0,281.64000000000004
14056,2,8.5,2231.4350000000004
14057,24,8.5,2231.4350000000004
14060,5,8.5,2231.4350000000004
14062,10,8.5,2231.4350000000004
14064,30,4.0,768.7900000000001
14067,64,2.0,374.7
14071,4,6.0,1080.76
14073,33,1.0,151.04
14075,5,2.0,578.6600000000001
14076,130,1.0,118.67
14077,41,4.0,325.79
14078,102,5.0,591.77
14079,125,1.0,225.7
14080,33,1.0,45.599999999999994
14081,370,1.0,423.52
14082,365,1.0,182.25
14083,5,8.0,988.5
14085,3,8.5,2231.4350000000004
14087,3,1.0,191.47
14088,11,8.5,2231.4350000000004
14089,57,1.0,158.75
14090,325,1.0,38.400000000000006
14092,8,8.5,2231.4350000000004
14093,13,1.0,433.86
14096,5,8.5,2231.4350000000004
14098,37,1.0,124.55000000000001
14099,17,8.5,2231.4350000000004
14100,138,1.0,191.95000000000002
14101,74,4.0,729.6000000000001
14102,6,5.0,935.1800000000001
14104,155,2.0,169.61
14105,240,1.0,1234.52
14107,52,5.0,1736.25
14108,31,2.0,576.91
14109,73,1.0,144.2
14110,4,8.5,2231.4350000000004
14111,15,4.0,308.70000000000005
14112,23,6.0,2231.4350000000004
14113,4,4.0,759.82
14114,331,1.0,195.13
14116,20,5.0,1320.46
14117,144,1.0,90.0
14121,4,4.0,2231.4350000000004
14124,85,1.0,163.28000000000003
14125,11,3.0,2231.4350000000004
14126,8,3.0,366.95000000000005
14127,123,2.0,395.08
14128,61,2.0,637.5
14129,2,4.0,758.36
14132,3,8.5,2231.4350000000004
14133,130,2.0,286.44
14135,2,8.5,2231.4350000000004
14138,2,2.0,892.6800000000001
14139,47,1.0,393.02
14140,4,2.0,935.05
14141,3,4.0,854.83
14142,374,1.0,311.81
14143,134,1.0,115.8
14145,47,4.0,422.4000000000001
14146,9,5.0,2231.4350000000004
14147,79,1.0,91.80000000000001
14148,234,1.0,68.10000000000001
14149,221,1.0,446.62
14150,36,2.0,483.28000000000003
14152,76,2.0,621.29
14154,240,2.0,1022.52
14156,10,8.5,2231.4350000000004
14157,20,1.0,155.71
14158,41,1.0,507.66
14159,20,8.5,2231.4350000000004
14161,216,2.0,833.1800000000001
14162,174,1.0,111.68
14163,88,4.0,1407.0100000000002
14164,71,2.0,835.2
14167,40,3.0,451.94
14171,99,1.0,363.79
14173,11,4.0,351.04
14174,34,1.0,134.46
14175,60,3.0,2231.4350000000004
14176,327,2.0,280.75
14177,87,4.0,403.26
14178,9,7.0,1579.26
14179,41,2.0,701.57
14180,11,8.5,2231.4350000000004
14184,67,1.0,451.49
14185,332,1.0,71.05000000000001
14188,31,5.0,1507.7600000000002
14189,3,8.5,2231.4350000000004
14191,2,8.5,2231.4350000000004
14193,68,1.0,395.25
14194,5,8.5,2231.4350000000004
14195,202,2.0,268.80000000000007
14196,107,1.0,167.52
14198,19,4.0,699.0
14199,219,1.0,48.60000000000001
14201,61,7.0,681.5600000000001
14204,3,1.0,150.61
14205,17,1.0,243.8
14206,240,1.0,328.15999999999997
14208,95,1.0,151.74
14209,11,5.0,1446.43
14210,106,5.0,1581.8600000000001
14211,54,7.0,1645.6000000000001
14212,90,1.0,345.6
14214,31,4.0,365.73
14215,12,5.0,1629.67
14216,4,4.0,1233.3500000000001
14217,2,8.5,1641.3500000000001
14218,43,1.0,169.48000000000002
14219,5,1.0,89.94
14220,248,2.0,505.97
14221,43,8.5,2231.4350000000004
14222,178,1.0,678.37
14223,93,2.0,685.03
14224,111,3.0,711.28
14226,29,4.0,935.09
14227,27,8.5,2231.4350000000004
14229,52,2.0,750.49
14231,184,2.0,575.26
14232,43,4.0,1325.19
14233,50,2.0,553.11
14234,23,4.0,747.52
14235,76,4.0,1357.0900000000001
14236,81,2.0,256.86
14237,374,1.0,161.0
14238,327,1.0,146.85
14239,44,8.0,1495.6200000000001
14240,31,2.0,837.99
14241,184,1.0,185.70000000000002
14242,235,2.0,280.55
14243,9,8.0,1873.5700000000002
14245,220,1.0,684.75
14246,111,3.0,1471.66
14250,8,3.0,1902.8500000000001
14251,2,5.0,1993.7400000000002
14256,365,1.0,523.86
14257,65,4.0,1764.68
14258,10,7.0,2231.4350000000004
14259,142,1.0,118.80000000000001
14261,51,2.0,1093.09
14262,9,8.0,2231.4350000000004
14264,155,2.0,324.77000000000004
14265,110,2.0,530.18
14267,163,1.0,608.58
14270,332,1.0,492.65000000000003
14271,226,1.0,112.32
14272,74,2.0,437.96
14273,52,4.0,556.77
14276,99,2.0,775.34
14277,16,3.0,2231.4350000000004
14280,197,1.0,134.04
14282,4,8.5,2231.4350000000004
14284,31,2.0,595.25
14285,22,4.0,831.5300000000001
14286,24,3.0,2231.4350000000004
14287,9,3.0,176.63
14288,214,1.0,376.20000000000005
14289,9,5.0,521.52
14290,12,5.0,1984.8400000000001
14291,2,8.5,2231.4350000000004
14292,8,8.0,1998.43
14293,4,3.0,891.1600000000001
14295,41,1.0,142.20000000000002
14297,18,3.0,1042.85
14298,9,8.5,2231.4350000000004
14299,9,8.0,2231.4350000000004
14300,19,1.0,43.2
14301,118,1.0,428.40000000000003
14304,223,1.0,374.15000000000003
14305,72,3.0,1812.16
14306,52,2.0,980.72
14307,89,6.0,2231.4350000000004
14309,9,7.0,1768.1000000000001
14311,243,1.0,310.26
14312,47,4.0,1297.1200000000001
14314,107,1.0,111.60000000000001
14315,45,5.0,1813.73
14317,65,1.0,480.98
14320,207,2.0,477.79
14321,11,5.0,1485.75
14323,115,2.0,605.0600000000001
14326,243,1.0,162.25
14327,164,1.0,263.35
14329,18,6.0,2231.4350000000004
14331,125,2.0,462.65999999999997
14332,23,3.0,596.37
14333,68,1.0,328.40000000000003
14334,17,6.0,1813.66
14335,17,2.0,454.86
14336,17,3.0,1071.29
14338,162,2.0,575.62
14339,243,1.0,286.72
14340,219,1.0,134.7
14341,46,6.0,1781.43
14342,22,4.0,413.6
14344,128,7.0,687.0
14345,39,1.0,107.78
14346,121,1.0,712.54
14349,11,1.0,133.5
14351,165,1.0,38.400000000000006
14352,158,3.0,839.21
14353,216,1.0,90.6
14354,6,2.0,163.62
14355,366,1.0,174.4
14356,80,2.0,598.63
14357,44,1.0,225.12
14359,20,3.0,912.18
14360,32,4.0,2047.73
14362,23,1.0,151.5
14364,109,8.0,1712.7
14367,9,8.5,2231.4350000000004
14373,359,1.0,76.55
14375,186,1.0,235.56
14377,192,1.0,202.25000000000003
14379,45,1.0,237.12
14381,53,1.0,202.68
14382,27,1.0,615.49
14383,39,3.0,1123.74
14385,10,3.0,202.11
14387,33,3.0,1678.24
14388,11,7.0,2231.4350000000004
14389,66,2.0,939.46
14390,11,8.5,2231.4350000000004
14393,219,1.0,67.95
14395,3,8.0,2231.4350000000004
14396,66,2.0,487.99
14397,3,8.5,2071.6400000000003
14400,150,1.0,479.18
14401,5,8.5,2231.4350000000004
14403,131,4.0,563.5500000000001
14404,34,5.0,1107.6200000000001
14406,120,1.0,156.75
14407,108,5.0,1120.3000000000002
14408,11,6.0,1754.23
14409,72,5.0,960.47
14410,93,8.0,950.02
14412,43,2.0,725.4300000000001
14413,363,1.0,121.05
14414,92,7.0,1459.82
14415,2,8.5,2231.4350000000004
14416,23,2.0,266.3
14418,4,3.0,1807.3600000000001
14419,11,6.0,1051.79
14420,100,1.0,387.52
14421,58,2.0,584.1600000000001
14422,1,5.0,2231.4350000000004
14423,219,1.0,97.20000000000002
14424,18,1.0,38.400000000000006
14426,24,7.0,2231.4350000000004
14427,51,2.0,351.38
14428,8,5.0,1179.99
14432,10,6.0,2169.5
14434,22,6.0,460.80000000000007
14436,99,1.0,89.06
14437,366,1.0,63.0
14440,9,4.0,1221.1200000000001
14441,1,4.0,1422.69
14442,205,1.0,785.1400000000001
14443,54,3.0,1115.3
14446,1,4.0,1010.35
14447,19,4.0,898.23
14448,10,2.0,176.15
14449,19,4.0,885.8
14450,181,2.0,322.22
14451,61,2.0,643.9
14452,11,2.0,259.05
14453,191,1.0,119.93
14456,6,8.5,2231.4350000000004
14459,156,1.0,1193.2
14460,111,2.0,399.78
14461,149,2.0,1265.83
14462,67,7.0,1405.1100000000001
14463,99,3.0,207.00000000000003
14465,247,2.0,441.14
14466,30,5.0,1273.6000000000001
14467,18,3.0,464.56
14470,12,1.0,151.95000000000002
14472,104,7.0,1443.25
14473,75,1.0,149.34000000000003
14474,47,1.0,547.66
14475,72,2.0,535.1
14476,258,1.0,193.0
14477,20,3.0,345.6
14479,254,2.0,316.25
14480,12,1.0,267.53000000000003
14481,165,1.0,331.25
14482,19,6.0,1418.6100000000001
14484,51,1.0,321.92
14485,39,1.0,162.8
14487,27,6.0,1151.3799999999999
14488,68,1.0,857.88
14489,208,1.0,463.38
14491,176,2.0,323.23
14493,8,5.0,2231.4350000000004
14494,26,1.0,139.56
14495,51,2.0,123.8
14496,374,1.0,157.10000000000002
14498,43,5.0,1729.25
14499,27,2.0,685.57
14500,89,3.0,217.05
14501,184,1.0,184.28
14502,20,8.0,1661.66
14503,4,6.0,2231.4350000000004
14504,48,2.0,391.47
14505,18,7.0,2231.4350000000004
14506,18,4.0,1656.89
14507,24,4.0,783.98
14508,23,2.0,268.05
14511,12,5.0,1297.33
14512,188,2.0,275.28
14513,101,2.0,192.00000000000003
14514,62,3.0,924.2
14515,18,6.0,1879.91
14517,34,2.0,330.45
14518,65,1.0,174.37
14520,2,1.0,81.60000000000001
14522,25,4.0,506.6600000000001
14523,109,1.0,232.69000000000003
14524,32,8.0,1518.03
14525,20,8.5,2231.4350000000004
14527,3,8.5,2231.4350000000004
14528,38,1.0,355.46
14529,61,3.0,578.61
14530,26,4.0,1658.46
14532,237,2.0,361.8
14533,25,7.0,1530.4
14534,3,8.5,2231.4350000000004
14535,61,3.0,2231.4350000000004
14537,58,1.0,319.32000000000005
14538,65,2.0,373.55
14539,16,2.0,535.32
14540,10,2.0,756.76
14541,59,4.0,505.25000000000006
14542,186,1.0,103.25
14543,29,8.5,1451.8400000000001
14544,25,2.0,1755.0700000000002
14546,6,5.0,2231.4350000000004
14547,4,8.0,2231.4350000000004
14548,151,1.0,76.80000000000001
14550,11,2.0,632.69
14551,19,2.0,186.23
14552,152,1.0,164.22
14553,20,5.0,731.27
14554,11,4.0,2180.01
14555,58,1.0,126.2
14557,86,1.0,477.64000000000004
14560,8,8.5,1230.89
14561,76,3.0,1079.56
14562,4,8.5,2231.4350000000004
14565,96,4.0,2231.4350000000004
14566,111,1.0,153.60000000000002
14567,57,2.0,1074.6000000000001
14569,2,1.0,127.55000000000001
14572,4,6.0,2039.49
14573,180,7.0,1330.27
14576,373,1.0,35.400000000000006
14577,13,4.0,859.71
14578,4,1.0,168.63
14581,17,1.0,138.6
14582,41,1.0,114.11
14583,6,5.0,986.96
14584,170,4.0,1007.66
14585,51,1.0,157.05
14587,19,5.0,902.39
14589,372,1.0,39.75
14591,16,4.0,1288.51
14592,36,3.0,557.94
14593,22,3.0,580.55
14594,8,2.0,363.33
14595,20,5.0,1565.6000000000001
14597,12,2.0,630.0
14598,45,1.0,221.97
14601,11,1.0,162.36
14606,2,8.5,2231.4350000000004
14607,16,8.5,2231.4350000000004
14608,5,4.0,665.4000000000001
14609,73,3.0,115.20000000000002
14616,243,1.0,38.400000000000006
14618,10,3.0,456.6
14619,246,1.0,394.44
14620,206,1.0,177.43
14621,2,5.0,1747.46
14622,185,1.0,320.58000000000004
14623,33,5.0,865.1
14624,58,2.0,225.85
14625,197,2.0,899.63
14626,24,4.0,2231.4350000000004
14628,92,2.0,576.6600000000001
14629,5,2.0,955.26
14631,51,2.0,563.38
14636,37,1.0,303.90000000000003
14638,51,1.0,400.8
14639,53,5.0,2231.4350000000004
14640,25,6.0,2036.73
14641,22,1.0,109.26
14642,59,1.0,58.2
14643,171,2.0,602.76
14644,68,1.0,411.02000000000004
14645,157,1.0,355.44
14646,2,8.5,2231.4350000000004
14647,202,1.0,175.44000000000003
14649,5,4.0,1288.5900000000001
14651,68,2.0,653.75
14652,78,1.0,114.18
14653,2,7.0,1842.55
14655,9,4.0,1358.2800000000002
14656,170,1.0,157.94
14657,18,3.0,739.9
14658,6,2.0,245.6
14659,9,6.0,1527.04
14660,87,2.0,236.18
14661,27,1.0,79.45
14662,29,2.0,377.79
14664,20,2.0,636.24
14665,61,2.0,1095.24
14666,25,1.0,195.25
14667,11,8.5,2231.4350000000004
14669,242,3.0,1259.24
14672,235,2.0,758.0
14673,4,5.0,1502.64
14675,17,1.0,573.92
14676,32,5.0,1037.2800000000002
14680,26,8.5,2231.4350000000004
14681,72,3.0,169.15000000000003
14682,188,2.0,52.0
14684,26,5.0,1178.71
14687,107,1.0,407.82000000000005
14688,8,8.5,2231.4350000000004
14689,209,1.0,112.8
14690,45,2.0,355.05
14691,31,5.0,1605.19
14692,138,3.0,470.3
14696,5,7.0,2053.75
14697,219,2.0,187.17000000000002
14698,2,5.0,1217.27
14699,215,1.0,109.13000000000001
14700,33,3.0,2049.9
14701,11,5.0,1023.1
14702,2,8.5,2231.4350000000004
14703,15,1.0,318.17
14704,12,8.5,1493.96
14705,199,1.0,38.400000000000006
14708,3,3.0,676.59
14709,16,8.5,2231.4350000000004
14710,15,4.0,599.48
14711,11,8.5,2080.79
14712,30,3.0,528.0300000000001
14713,10,8.5,2231.4350000000004
14714,25,1.0,117.95
14715,25,3.0,725.48
14716,44,2.0,295.51
14719,2,5.0,1581.84
14720,6,3.0,642.21
14722,148,1.0,180.42000000000002
14723,11,6.0,1122.3600000000001
14725,25,1.0,611.88
14729,374,1.0,313.49
14730,2,7.0,1646.7
14731,48,3.0,380.02
14732,9,7.0,2092.81
14733,17,8.5,2231.4350000000004
14735,4,8.5,2231.4350000000004
14737,4,3.0,584.1
14738,43,6.0,1010.32
14739,5,7.0,1944.4800000000002
14740,198,2.0,927.11
14741,12,6.0,1239.54
14744,17,3.0,287.15000000000003
14745,113,4.0,978.46
14747,250,1.0,328.2
14748,30,5.0,1415.75
14752,44,1.0,183.60000000000002
14753,88,1.0,563.15
14754,45,1.0,409.78
14755,10,8.5,2231.4350000000004
14756,16,1.0,738.96
14757,76,1.0,416.18
14758,145,3.0,827.91
14759,5,3.0,1625.97
14761,59,2.0,234.90000000000003
14764,47,1.0,195.0
14765,30,3.0,254.11
14766,9,6.0,2231.4350000000004
14768,18,2.0,156.90000000000003
14769,3,7.0,2231.4350000000004
14770,233,2.0,876.42
14772,113,1.0,139.26
14775,59,3.0,979.5
14776,52,8.5,1804.74
14778,128,1.0,351.21000000000004
14779,323,2.0,346.6
14780,55,2.0,447.68
14784,27,2.0,286.28000000000003
14785,11,2.0,77.4
14788,8,2.0,598.59
14789,29,1.0,176.64
14790,17,4.0,698.46
14792,64,1.0,6.2
14793,22,1.0,228.99
14794,3,6.0,1028.08
14795,167,1.0,131.45000000000002
14796,2,8.5,2231.4350000000004
14798,53,2.0,98.06
14799,52,1.0,157.7
14800,48,8.5,2231.4350000000004
14801,62,1.0,189.34
14803,163,1.0,114.76
14804,9,1.0,297.32000000000005
14805,16,3.0,401.15000000000003
14806,76,1.0,193.39000000000001
14808,40,8.0,2231.4350000000004
14810,41,8.0,1638.57
14813,370,2.0,152.88
14815,37,2.0,778.5
14816,198,1.0,98.65
14817,201,1.0,514.75
14818,74,3.0,583.2
14819,65,2.0,252.87
14820,22,4.0,507.29
14821,367,1.0,48.800000000000004
14823,181,3.0,321.43
14824,11,4.0,810.6600000000001
14825,4,8.5,1680.6100000000001
14828,197,3.0,622.08
14829,30,4.0,697.55
14830,54,1.0,188.88
14834,18,6.0,1517.4
14836,11,3.0,102.44999999999999
14837,90,4.0,1649.5
14841,54,4.0,1824.0400000000002
14842,44,3.0,2231.4350000000004
14844,64,4.0,2231.4350000000004
14847,149,1.0,294.7
14849,22,8.5,2231.4350000000004
14851,24,2.0,486.75
14852,59,6.0,2231.4350000000004
14853,25,2.0,202.20000000000002
14854,79,6.0,1898.5500000000002
14855,120,2.0,546.0500000000001
14856,37,3.0,1140.41
14857,60,2.0,1173.12
14859,13,4.0,1292.3400000000001
14860,20,1.0,168.16
14861,53,1.0,124.59
14862,26,2.0,841.1999999999999
14863,30,1.0,240.48000000000002
14865,8,2.0,52.2
14866,11,8.5,2231.4350000000004
14867,186,3.0,708.12
14868,4,8.0,2231.4350000000004
14869,9,2.0,721.45
14871,4,4.0,501.28000000000003
14873,211,1.0,518.28
14875,108,1.0,856.12
14878,13,8.0,1183.01
14880,78,2.0,561.39
14881,20,1.0,255.4
14882,27,2.0,376.20000000000005
14883,19,6.0,759.43
14885,132,1.0,515.5200000000001
14886,253,1.0,363.4
14887,80,1.0,230.40000000000003
14888,208,1.0,367.1
14889,337,1.0,135.9
14890,254,1.0,125.65
14891,149,2.0,554.38
14893,10,2.0,1237.8500000000001
14894,86,1.0,543.8000000000001
14895,8,8.5,2231.4350000000004
14896,205,2.0,468.17
14897,8,3.0,1107.88
14898,24,5.0,976.61
14901,12,8.5,1316.01
14902,26,1.0,332.66
14903,22,4.0,2231.4350000000004
14904,3,2.0,908.4200000000001
14905,158,2.0,450.55
14907,4,7.0,2231.4350000000004
14908,75,1.0,228.8
14910,3,4.0,434.35
14911,2,8.5,2231.4350000000004
14912,17,2.0,716.2900000000001
14913,36,3.0,870.47
14915,92,1.0,119.00000000000001
14916,71,4.0,1248.58
14918,116,2.0,1248.65
14920,213,2.0,977.77
14921,31,2.0,1304.97
14923,51,1.0,740.7
14924,246,1.0,214.45000000000002
14929,33,1.0,211.28
14930,109,2.0,1241.63
14931,5,5.0,908.8800000000001
14932,366,1.0,351.93
14934,82,1.0,974.5
14936,34,7.0,2231.4350000000004
14937,57,3.0,1088.0400000000002
14944,30,8.5,2231.4350000000004
14946,15,1.0,100.9
14947,73,2.0,279.3
14948,24,6.0,1079.27
14950,20,1.0,359.8
14951,80,1.0,311.69
14952,60,8.5,2231.4350000000004
14953,26,1.0,285.67
14954,13,1.0,294.85
14957,254,1.0,58.49
14958,148,3.0,483.72999999999996
14959,65,3.0,501.08
14960,9,2.0,192.17000000000002
14961,11,8.0,2231.4350000000004
14963,10,5.0,1342.69
14964,248,1.0,142.85000000000002
14965,97,2.0,548.39
14966,15,1.0,183.02
14967,50,1.0,183.60000000000002
14968,31,1.0,147.59
14970,69,3.0,803.5100000000001
14971,36,3.0,1097.98
14972,129,1.0,114.77
14973,108,3.0,675.33
14974,38,1.0,89.94
14975,58,1.0,245.17000000000002
14976,58,6.0,651.09
14978,73,3.0,1081.98
14981,247,1.0,102.12
14984,20,2.0,202.37
14985,199,2.0,292.01
14987,16,2.0,153.60000000000002
14988,212,1.0,327.94
14995,39,1.0,112.67
14997,47,3.0,520.28
14998,171,2.0,409.47
15000,48,1.0,490.52
15002,116,3.0,1302.1100000000001
15004,148,1.0,1145.47
15005,16,8.5,2231.4350000000004
15006,52,1.0,480.38
15007,160,1.0,156.91
15009,13,3.0,1252.83
15010,36,1.0,308.94
15012,54,2.0,405.04
15014,44,2.0,213.57
15016,173,1.0,170.04
15017,34,1.0,125.58
15018,39,3.0,482.06
15021,9,8.0,1679.97
15022,12,4.0,850.84
15023,4,8.5,2231.4350000000004
15024,10,8.5,1431.6100000000001
15025,34,1.0,361.96
15026,81,2.0,321.92
15027,31,4.0,803.35
15028,9,4.0,563.33
15030,72,1.0,153.60000000000002
15031,5,3.0,468.76
15032,257,3.0,1260.7
15033,5,8.5,2231.4350000000004
15034,16,7.0,2231.4350000000004
15035,90,1.0,252.73000000000002
15036,73,3.0,429.56
15038,59,6.0,674.64
15039,10,8.5,2231.4350000000004
15041,171,1.0,179.93
15042,200,1.0,97.83000000000001
15043,32,1.0,115.20000000000002
15044,20,8.5,2231.4350000000004
15045,152,2.0,348.76000000000005
15046,10,8.5,2231.4350000000004
15048,66,4.0,381.0
15050,26,3.0,1446.6100000000001
15051,24,3.0,1319.16
15053,5,2.0,459.7
15054,13,2.0,302.1
15058,26,8.0,1608.57
15059,41,7.0,1150.59
15060,9,4.0,294.25
15061,4,8.5,2231.4350000000004
15062,72,3.0,735.36
15063,214,1.0,152.8
15065,38,3.0,2106.02
15066,54,1.0,844.19
15067,79,2.0,835.95
15068,47,2.0,553.36
15069,180,1.0,1109.53
15070,373,1.0,38.400000000000006
15071,94,1.0,328.0
15073,10,3.0,968.0500000000001
15074,106,1.0,735.67
15075,78,1.0,633.87
15076,173,1.0,868.85
15078,8,8.5,2231.4350000000004
15079,213,3.0,440.07000000000005
15081,23,5.0,504.8
15083,257,1.0,88.2
15088,22,2.0,1102.97
15089,11,6.0,2231.4350000000004
15091,68,1.0,480.71
15092,216,1.0,134.65
15093,19,5.0,2001.0400000000002
15095,104,4.0,1268.1000000000001
15096,43,1.0,210.99
